Group basis
5, 4, 2681561585988519419914804999641169225495873164118478675544712288744352806014709395360374859633380685538006371637297210170750776562389313989286729801216820
Group basis orders
2, 255
Lattice basis
74
57896044618658097711785492504343953926634992332820282019728792003956564819968, -49025869015566908645891596696212686530587825347793130197519134261055974878539, -16463770765920583835332078531251076553094961649935722086593817982454940076282, -40495797651960160330795996280685406226546686919440744970239140374005946577427, -11747650429554329408172238806539077668982427161651241454415895917402741718173, -19853002197670830510404769153132671444960861990474510446889842659363077605070, -856713648104655778312726508071958083937303118802081110836936180817202032247, -38363934268603823560334483416445874179640794102945069421629448181533052063911, -54522744750499168634514769805936784738929548844196969163785500634938742854084, -23665678132253712187558850205013349742893173842042908290832856472447796923868, -36961038311790042607460974936403199246134438459929295380579626353345607700054, -10986237023088754216671182699005321659731379040831566174734774408678116710171, -12394258270186892183630758100693471068798874913977892559178852389800100528919, -43154237263699794973504190856709909112195908715609602215043104778287021755732, -2902678223629644735269598363459034969838338822899970465331611829382197620782, -2454248096546332303815824426823436664460877765198411790232064419893207143821, -38604663032691495519550504053143143998589477786255184543760311385785103878359, -26958297914754086641616434331121012071805578134174013415585423172699616184923, -41656887757991204877328550021497786322019446443044120070318784115491467436221, -33036429090660660737478580976569097666542933408436327035628231710392578097886, -18962330591010051079003443868602346602750956466701798097684132501423227279175, -4975045916847615701919681393817374427668844728390035450211100170981572704657, -44918751063208185830114493160451446282788569959337379255200219104214315862908, -27410212836991900561582773986962816110615599300507907411806098171994617571686, -4875152416525599081152373386961614028534361911447899931320535084270023101288, -57884047795740988405296600833968744160688856761833619814645088884346898513511, -16384314685956362382899641431744786293115051670594367608636376174752387426319, -13551569229896979888699136315731060215677531187448756614454402923871273452104, -11242462736084348100830392241847714128217767890736023225883349473395786944399, -23200283525771460657874989776827098530257016216348439521777558112510404415194, -34680472262432486229097423347627331891228529720609107238061508507388356445227, -24972130146126376886958205057298695729318118814747250191079470652680308917720, -35163120505729011403863111648820166866372435516108726415056369542078527845269, -56578409020811711676662872799614645193623570827185278109705399595801691030668, -56307022896939187589621098753519166550055532691550305648570878832268892555537, -40082208421881624584414059952387856457674407028561964992566775571142499471637, -6930702987945617498953058432610745703946528235102731859094806876024701575377, -54397015580150687589494366974265305371998566245454743139510208182869188351006, -17113864270893754872506060984377800590496958307010907700260400605174133445386, -17543739381056197973560514028036588948250731012642147381134221692195382327753, -8326634360444896984909938311730749613589098228835055763262732929282345660686, -1400221462951442384288035449428132078343670673751082505232798035156036318862, -52860387761092947493442650400047022906585206043094055671591519255433877395822, -18408663223591129106657963000494475898043318232374583835601877643280928580153, -51534917655624551664023317406714552442467188035353223711511412758004975242063, -11331245879415698596834771398494613199197706343332548004407261380067471767014, -38892644300295332356800085674024482643624715954840573253839459004750948259249, -20119548942554979200631213137957760946515355518244581221223914415928520700253, -16931764897342944499770786898406983099017172097030528026524712433338577988630, -57819077276712917139366152656511283100411170187398083031773314905645739339748, -35725469341581790185105490620519972907304943697491973203634244888253883895956, -1332856950458775396239630944411480752448904794602491940545706277644708712044, -18195814622313204164584882444349112695577519937921145990985486621710627969735, -31069483511601080596255280815112505880097094059282968230124585793033954542584, -13377669729193424965550380598751316729801756733071132271010364731264634522122, -23404069129484749469038430870607307291528839294642484864589123544548879157559, -53795723179269725509981620315804689547711472616448014617905570853676800884635, -46495371669598092024536825736400729314125029779667361422318939842478004321858, -53112159641768866336346978208502496035417896123864927142581201229185182629075, -32435294956632806971479613496961630464645431872125218103293510926664212928169, -11548530151722838058046842844951413622207093912744969948783290375318405785381, -25833474016643125616823596508846878958434226836022863949187572352223342429197, -49287262048041855053232770871813598517632400920612564406456394542026110399291, -16544849483463944185702880432305678808081185087986853102315408623959622452778, -57771495632312237871502389541134014467465245698630408533959048023788783486690, -9093752238494178124824265988009540200763711028482361434388817412681285212283, -41603877580556975028162913438190612304349462723468027771679979814075407366009, -33934545262167329584072365336524881920465627150916862505169541702408974622114, -45860783661419264702301737358940018060953365548647473686993736448801495079393, -15217807800742643627377324097478752019371623087850621040321906372081905181345, -57564938005629363018573147206761106047797509467784147352565567708474285112353, -41553401995329892690328241171039504329182705184393547349587612167078941562174, -38874629805793579240987221485019563643832411345332412070057768302854734336927, -24852714629272474020674491625343560655043543633270770926386234870396195310680
0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
